product_title,product_vendor,product_type,product_price,day,week,month,quarter,year,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales,total_cost
SLAPPY TRUCKS ST1 CLASSIC (ASSORTED SIZES),Town and Country Skateboards,,50.000,2024-07-06,2024-W27,2024-07,2024-07,2024,1,50.000,-50.000,0.000,0.000,0.000,0.000,31.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-08-18,2024-W33,2024-08,2024-07,2024,1,20.000,-2.580,0.000,17.420,1.400,18.820,9.890
DICKIES SKATEBOARDING REGULAR FIT TWILL PANT -- MAROON,Town and Country Skateboards,,39.990,2023-02-10,2023-W06,2023-02,2023-01,2023,1,39.990,0.000,0.000,39.990,3.200,43.190,18.500
SML-Josh Pall- Arvo Series- 54mm- OG Wide,Town and Country Skateboards,,40.000,2024-11-08,2024-W45,2024-11,2024-10,2024,1,40.000,0.000,0.000,40.000,3.200,43.200,22.300
"Man Is The Bastard / Bastard Noise - Nazi Drunks Fuck Off Live / Native American Live (LP, Ltd, Pic, RE) (Near Mint (NM or M-))",Black Claw Records,,18.480,2024-03-30,2024-W13,2024-03,2024-01,2024,1,18.480,0.000,0.000,18.480,1.480,19.960,0.000
Yerbs,,,6.000,2023-04-16,2023-W15,2023-04,2023-04,2023,1,6.000,0.000,0.000,6.000,0.480,6.480,0.000
LAKAI TELFORD LOW BLACK/GRAPE SUEDE,Town and Country Skateboards,,85.000,2023-04-23,2023-W16,2023-04,2023-04,2023,1,85.000,-46.970,0.000,38.030,3.040,41.070,42.500
THRASHER BLACK ICE NAVY SS,Town and Country Skateboards,SHIRT,25.000,2023-06-15,2023-W24,2023-06,2023-04,2023,1,25.000,0.000,0.000,25.000,0.000,25.000,0.000
ACE PIVOT CUPS,Town and Country Skateboards,,1.500,2024-07-07,2024-W27,2024-07,2024-07,2024,1,1.500,0.000,0.000,1.500,0.120,1.620,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-10-09,2024-W41,2024-10,2024-10,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
"Etta James - Etta James Rocks The House (LP, Album, RE, RM) (Near Mint (NM or M-))","Jackpot Records (3),Jackpot Records (3),Universal Music Special Markets",,28.500,2024-08-01,2024-W31,2024-08,2024-07,2024,1,28.500,-28.500,0.000,0.000,0.000,0.000,0.000
SNACK JAWN REBAR JERSEY,Town and Country Skateboards,,70.000,2023-06-15,2023-W24,2023-06,2023-04,2023,1,70.000,-10.500,0.000,59.500,4.760,64.260,36.000
Huf sweatpants,,,50.000,2024-12-31,2025-W01,2024-12,2024-10,2024,1,50.000,-25.000,0.000,25.000,2.000,27.000,0.000
SHOP DECK CURBSIDE BLUE,Town and Country Skateboards,,45.000,2024-05-17,2024-W20,2024-05,2024-04,2024,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
Kvile,,,20.000,2023-10-21,2023-W42,2023-10,2023-10,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
Riverside t,,,30.000,2024-07-09,2024-W28,2024-07,2024-07,2024,1,30.000,0.000,0.000,30.000,0.000,30.000,0.000
Hatorade,,,2.000,2023-08-18,2023-W33,2023-08,2023-07,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-09-06,2024-W36,2024-09,2024-07,2024,1,20.000,-11.110,0.000,8.890,0.720,9.610,9.890
Member session,,,5.000,2024-03-23,2024-W12,2024-03,2024-01,2024,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
NEW BALANCE NUMERIC 508 WESTGATE (BLACK),Town and Country Skateboards,,30.000,2023-03-28,2023-W13,2023-03,2023-01,2023,1,30.000,0.000,0.000,30.000,2.100,32.100,40.000
NEW BALANCE 1010 TIAGO NAVY/WHITE,Town and Country Skateboards,,60.000,2023-03-31,2023-W13,2023-03,2023-01,2023,1,60.000,0.000,0.000,60.000,0.000,60.000,55.000
SHOP HOODIE JUMPIN LENNY,Town and Country Skateboards,,55.000,2023-02-16,2023-W07,2023-02,2023-01,2023,1,55.000,0.000,0.000,55.000,4.400,59.400,32.000
NEW BALANCE 1010 TIAGO NAVY/WHITE,Town and Country Skateboards,,60.000,2023-03-27,2023-W13,2023-03,2023-01,2023,1,60.000,0.000,0.000,60.000,0.000,60.000,55.000
NEW BALANCE NUMERIC 508 WESTGATE (BLACK),Town and Country Skateboards,,30.000,2023-04-15,2023-W15,2023-04,2023-04,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,40.000
RICTA SUPER CRYSTALS TRANSPARENT 54MM 95A,Town and Country Skateboards,,35.000,2023-05-21,2023-W20,2023-05,2023-04,2023,1,35.000,0.000,0.000,35.000,2.800,37.800,21.600
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-09-08,2023-W36,2023-09,2023-07,2023,1,20.000,-6.820,0.000,13.180,1.060,14.240,9.890
Yerba,,,3.000,2023-04-12,2023-W15,2023-04,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
SHAKE JUNT GREEN/YELLOW SNAPBACK,Town and Country Skateboards,,28.000,2023-07-07,2023-W27,2023-07,2023-07,2023,1,28.000,0.000,0.000,28.000,2.240,30.240,18.000
"Dickies Skateboarding Relief Fleece Hoodie, Green Moss",Town and Country Skateboards,,59.990,2023-12-28,2023-W52,2023-12,2023-10,2023,1,59.990,-20.000,0.000,39.990,3.200,43.190,27.000
NEW BALANCE 508 WESTGATE BLUE,Town and Country Skateboards,,40.000,2023-04-30,2023-W17,2023-04,2023-04,2023,1,40.000,0.000,0.000,40.000,0.000,40.000,40.000
CREATURE LOGO OUTLINE STUMPS 8.6,Town and Country Skateboards,,65.000,2023-04-16,2023-W15,2023-04,2023-04,2023,1,65.000,0.000,0.000,65.000,5.200,70.200,43.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2024-04-26,2024-W17,2024-04,2024-04,2024,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
Complete setup,,,203.500,2023-12-02,2023-W48,2023-12,2023-10,2023,1,203.500,0.000,0.000,203.500,16.280,219.780,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-11-04,2023-W44,2023-11,2023-10,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
DICKIES STONEWASHED DUCK CARPENTER PANTS (GRAPH,Town and Country Skateboards,,19.990,2024-01-05,2024-W01,2024-01,2024-01,2024,1,19.990,-9.990,0.000,10.000,0.800,10.800,40.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-06-30,2023-W26,2023-06,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
DICKIES STONEWASHED DUCK CARPENTER PANTS (GRAPH,Town and Country Skateboards,,65.000,2023-08-18,2023-W33,2023-08,2023-07,2023,1,65.000,-20.000,0.000,45.000,3.600,48.600,40.000
SHOP HOODIE JUMPIN LENNY,Town and Country Skateboards,,55.000,2023-05-06,2023-W18,2023-05,2023-04,2023,1,55.000,-15.000,0.000,40.000,3.200,43.200,32.000
NEW BALANCE NUMERIC TIAGO 808 UNISEX,Town and Country Skateboards,,109.990,2023-05-31,2023-W22,2023-05,2023-04,2023,1,109.990,0.000,0.000,109.990,8.800,118.790,55.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-06-20,2023-W25,2023-06,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
NEW BALANCE NUMERIC TIAGO 808 UNISEX,Town and Country Skateboards,,75.000,2024-03-08,2024-W10,2024-03,2024-01,2024,1,75.000,-45.840,0.000,29.160,2.340,31.500,55.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-01-03,2024-W01,2024-01,2024-01,2024,1,20.000,-4.000,0.000,16.000,1.280,17.280,9.890
Wheels etc,,,19.000,2023-04-29,2023-W17,2023-04,2023-04,2023,1,19.000,-19.000,0.000,0.000,0.000,0.000,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-05-18,2023-W20,2023-05,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
"Dropdead - Arms Race E.P. (Flexi, 7"", S/Sided) (Near Mint (NM or M-))",Peterwalkee Records,,8.000,2024-03-30,2024-W13,2024-03,2024-01,2024,1,8.000,-8.000,0.000,0.000,0.000,0.000,0.000
Gatorade,,,2.000,2023-07-09,2023-W27,2023-07,2023-07,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Drink,,,5.000,2023-03-11,2023-W10,2023-03,2023-01,2023,1,5.000,0.000,0.000,5.000,0.400,5.400,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2024-09-10,2024-W37,2024-09,2024-07,2024,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
GIRL ABEC 7 GOLD BEARINGS,Town and Country Skateboards,,20.000,2024-09-06,2024-W36,2024-09,2024-07,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,10.000
SHOP HOODIE JUMPIN LENNY,Town and Country Skateboards,,55.000,2023-08-19,2023-W33,2023-08,2023-07,2023,1,55.000,-27.500,0.000,27.500,2.200,29.700,32.000
NEW BALANCE VILANNI 417,Town and Country Skateboards,,89.990,2023-11-25,2023-W47,2023-11,2023-10,2023,1,89.990,-45.000,0.000,44.990,3.600,48.590,45.000
BRONSON SPEED COMPANY G3 BEARINGS,Town and Country Skateboards,,30.000,2023-04-29,2023-W17,2023-04,2023-04,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
NEW BALANCE VILANNI 417,Town and Country Skateboards,,89.990,2023-12-19,2023-W51,2023-12,2023-10,2023,1,89.990,-8.990,0.000,81.000,6.480,87.480,45.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-04-19,2023-W16,2023-04,2023-04,2023,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
Yerba,,,3.000,2023-06-08,2023-W23,2023-06,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-04-30,2023-W17,2023-04,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
SLAVE SCHULTZ BLACK METAL RERUN DECK 8.37,Town and Country Skateboards,,59.990,2023-09-16,2023-W37,2023-09,2023-07,2023,1,59.990,-9.170,0.000,50.820,4.060,54.880,38.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-06-14,2023-W24,2023-06,2023-04,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
Blank 9 ‘ decks,,,45.000,2023-06-25,2023-W25,2023-06,2023-04,2023,1,45.000,0.000,0.000,45.000,3.600,48.600,0.000
BRONSON SPEED COMPANY G3 BEARINGS,Town and Country Skateboards,,30.000,2023-05-21,2023-W20,2023-05,2023-04,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Dickies 30 32,,,40.000,2023-05-26,2023-W21,2023-05,2023-04,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
Shoe laces,,,3.000,2023-02-19,2023-W07,2023-02,2023-01,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
Frog- Perfect Frog Deck,Town and Country Skateboards,,70.000,2025-01-25,2025-W04,2025-01,2025-01,2025,1,70.000,0.000,0.000,70.000,5.600,75.600,48.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-08-02,2023-W31,2023-08,2023-07,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
SCHENECTADY SHOWDOWN VENDOR REGISTRATION,Event,Event,20.000,2023-06-18,2023-W24,2023-06,2023-04,2023,1,20.000,0.000,0.000,20.000,0.000,20.000,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-08-22,2023-W34,2023-08,2023-07,2023,1,20.000,-1.000,0.000,19.000,1.520,20.520,9.890
SCHENECTADY SHOWDOWN VENDOR REGISTRATION,Event,Event,20.000,2023-06-14,2023-W24,2023-06,2023-04,2023,1,20.000,0.000,0.000,20.000,0.000,20.000,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-02-28,2023-W09,2023-02,2023-01,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
SCHENECTADY SHOWDOWN VENDOR REGISTRATION,Event,Event,20.000,2023-06-09,2023-W23,2023-06,2023-04,2023,1,20.000,0.000,0.000,20.000,0.000,20.000,0.000
Dickies Skateboarding Regular Fit Double Knee Pants -- OLIVE GREEN,Town and Country Skateboards,,39.990,2024-03-17,2024-W11,2024-03,2024-01,2024,1,39.990,-28.000,0.000,11.990,0.960,12.950,18.500
Yerba,,,3.000,2023-02-22,2023-W08,2023-02,2023-01,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-12-06,2023-W49,2023-12,2023-10,2023,1,20.000,-20.000,0.000,0.000,0.000,0.000,9.890
SCHENECTADY SHOWDOWN VENDOR REGISTRATION,Event,Event,20.000,2023-06-12,2023-W24,2023-06,2023-04,2023,1,20.000,0.000,0.000,20.000,0.000,20.000,0.000
REAL ISHOD FEATHERS TWIN TAIL DECK 8.5,Town and Country Skateboards,,65.000,2023-03-25,2023-W12,2023-03,2023-01,2023,1,65.000,0.000,0.000,65.000,5.200,70.200,43.800
Yerba,,,3.000,2023-08-17,2023-W33,2023-08,2023-07,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-08-22,2023-W34,2023-08,2023-07,2023,1,6.950,-0.340,0.000,6.610,0.520,7.130,3.300
Yerba,,,3.000,2024-08-11,2024-W32,2024-08,2024-07,2024,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-05-10,2024-W19,2024-05,2024-04,2024,1,10.000,0.000,0.000,10.000,0.000,10.000,0.000
SPITFIRE FORMULA FOUR LOCK INS,Town and Country Skateboards,,39.990,2023-04-02,2023-W13,2023-04,2023-04,2023,1,39.990,0.000,0.000,39.990,3.200,43.190,27.350
BRONSON SPEED COMPANY G3 BEARINGS,Town and Country Skateboards,,30.000,2023-06-11,2023-W23,2023-06,2023-04,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Yerba,,,3.000,2023-02-27,2023-W09,2023-02,2023-01,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-05-10,2023-W19,2023-05,2023-04,2023,1,20.000,-3.000,0.000,17.000,1.360,18.360,9.890
SPITFIRE FORMULA FOUR LOCK INS,Town and Country Skateboards,,39.990,2023-10-26,2023-W43,2023-10,2023-10,2023,1,39.990,0.000,0.000,39.990,3.200,43.190,27.350
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-05-16,2023-W20,2023-05,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
Krooked hood,,,40.000,2023-12-01,2023-W48,2023-12,2023-10,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
REAL ISHOD FEATHERS TWIN TAIL DECK 8.5,Town and Country Skateboards,,65.000,2023-02-18,2023-W07,2023-02,2023-01,2023,1,65.000,0.000,0.000,65.000,5.200,70.200,43.800
ld,,,2.000,2023-03-30,2023-W13,2023-03,2023-01,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
BRONSON SPEED COMPANY G3 BEARINGS,Town and Country Skateboards,,30.000,2023-11-03,2023-W44,2023-11,2023-10,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
PIG RAILS ORANGE,Town and Country Skateboards,,11.000,2024-08-04,2024-W31,2024-08,2024-07,2024,1,11.000,0.000,0.000,11.000,0.880,11.880,5.500
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-11-30,2024-W48,2024-11,2024-10,2024,1,20.000,-3.000,0.000,17.000,0.000,17.000,9.890
Dais- Jaws Rip Black Heavy Tee,Town and Country Skateboards,,40.000,2024-09-08,2024-W36,2024-09,2024-07,2024,1,40.000,0.000,0.000,40.000,1.600,41.600,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-11-02,2023-W44,2023-11,2023-10,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
OJ GOLD STREET RAZORS ELITE EZ EDGE 53MM 99A,Town and Country Skateboards,,35.000,2023-11-10,2023-W45,2023-11,2023-10,2023,1,35.000,0.000,0.000,35.000,2.800,37.800,21.000
NEW BALANCE 508 WESTGATE BLUE,Town and Country Skateboards,,40.000,2024-05-12,2024-W19,2024-05,2024-04,2024,1,40.000,-20.000,0.000,20.000,1.600,21.600,0.000
Dais- Cowboy Trucker Hat Orange Camo,Town and Country Skateboards,,30.000,2024-08-08,2024-W32,2024-08,2024-07,2024,1,30.000,0.000,0.000,30.000,1.200,31.200,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-06-18,2023-W24,2023-06,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
SNOT OLIVE BOOGER 5 PANEL HAT,Town and Country Skateboards,,25.990,2023-06-25,2023-W25,2023-06,2023-04,2023,1,25.990,0.000,0.000,25.990,2.080,28.070,14.500
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-11-12,2024-W46,2024-11,2024-10,2024,1,20.000,-4.000,0.000,16.000,1.280,17.280,9.890
Hot dogs,,,4.000,2024-04-20,2024-W16,2024-04,2024-04,2024,1,4.000,0.000,0.000,4.000,0.000,4.000,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-08-27,2023-W34,2023-08,2023-07,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
WOOL RAMSCHADEL EGG SHAPE DECK 9.0,Town and Country Skateboards,,60.000,2023-06-23,2023-W25,2023-06,2023-04,2023,1,60.000,0.000,0.000,60.000,4.200,64.200,38.000
Toxic Hand Pullover Hoodie Santa Cruz Mens Sweatshirt,Town and Country Skateboards,,60.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,60.000,-60.000,0.000,0.000,0.000,0.000,30.000
BAKER TIMES NEW BLACK SNAPBACK HAT,Town and Country Skateboards,,22.000,2023-08-19,2023-W33,2023-08,2023-07,2023,1,22.000,0.000,0.000,22.000,1.760,23.760,12.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-05-21,2023-W20,2023-05,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
Politic,,,25.000,2023-09-16,2023-W37,2023-09,2023-07,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-09-24,2024-W39,2024-09,2024-07,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
Oj mini orange,,,35.000,2024-04-27,2024-W17,2024-04,2024-04,2024,1,35.000,0.000,0.000,35.000,2.800,37.800,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-03-12,2023-W10,2023-03,2023-01,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
NEW BALANCE 508 BRANDON WESTGATE 508 NAVY/RED,Town and Country Skateboards,,30.000,2023-05-07,2023-W18,2023-05,2023-04,2023,1,30.000,0.000,0.000,30.000,0.000,30.000,40.000
SPITFIRE CLASSIC SWIRL OVERLAY NAVY/BLUE/YELLOW HD/SWT XL,Town and Country Skateboards,,55.000,2024-01-09,2024-W02,2024-01,2024-01,2024,1,55.000,-15.000,0.000,40.000,3.200,43.200,34.500
Venture Throw Snapback - Navy/Red,Town and Country Skateboards,,29.990,2024-06-18,2024-W25,2024-06,2024-04,2024,1,29.990,0.000,0.000,29.990,2.400,32.390,15.500
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-04-25,2023-W17,2023-04,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
Independent Bearing Saver Skate Tool,Town and Country Skateboards,,14.000,2024-12-29,2024-W52,2024-12,2024-10,2024,1,14.000,0.000,0.000,14.000,1.120,15.120,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-04-19,2024-W16,2024-04,2024-04,2024,1,20.000,-1.000,0.000,19.000,1.520,20.520,9.890
Independent Bearing Saver Skate Tool,Town and Country Skateboards,,14.000,2024-11-20,2024-W47,2024-11,2024-10,2024,1,14.000,-4.000,0.000,10.000,0.800,10.800,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2024-05-02,2024-W18,2024-05,2024-04,2024,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
Glasses,,,20.000,2023-08-10,2023-W32,2023-08,2023-07,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
DICKIES FLANNEL BUTTON DOWN,Town and Country Skateboards,shirt,40.000,2024-02-17,2024-W07,2024-02,2024-01,2024,1,40.000,-40.000,0.000,0.000,0.000,0.000,20.000
Transmission L/S Work Creature Mens,Town and Country Skateboards,,60.000,2023-02-14,2023-W07,2023-02,2023-01,2023,1,60.000,0.000,0.000,60.000,0.000,60.000,32.500
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-07-11,2023-W28,2023-07,2023-07,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
Hypo shirt,,,25.000,2024-03-17,2024-W11,2024-03,2024-01,2024,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-09-12,2023-W37,2023-09,2023-07,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
Colored grip,,,7.000,2023-04-27,2023-W17,2023-04,2023-04,2023,1,7.000,0.000,0.000,7.000,0.560,7.560,0.000
BRONSON SPEED COMPANY G3 BEARINGS,Town and Country Skateboards,,30.000,2023-07-25,2023-W30,2023-07,2023-07,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
STRANGELOVE FOOT SHEATHS GREY,Town and Country Skateboards,,10.000,2023-04-19,2023-W16,2023-04,2023-04,2023,1,10.000,0.000,0.000,10.000,0.800,10.800,5.000
NB Numeric Franky Villani 417 Mercury blue with black,Town and Country Skateboards,,89.990,2024-05-12,2024-W19,2024-05,2024-04,2024,1,89.990,-69.990,0.000,20.000,0.800,20.800,0.000
STRANGELOVE BREAKFAST DECK 9.0,Town and Country Skateboards,,80.000,2023-11-12,2023-W45,2023-11,2023-10,2023,1,80.000,0.000,0.000,80.000,0.000,80.000,60.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-06-25,2023-W25,2023-06,2023-04,2023,1,6.950,0.000,0.000,6.950,0.560,7.510,3.300
Yerba,,,3.000,2023-06-10,2023-W23,2023-06,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-09-06,2023-W36,2023-09,2023-07,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
Yerba,,,3.000,2023-02-07,2023-W06,2023-02,2023-01,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
LAKAI FLARE FACE CREW SOCK,Town and Country Skateboards,,12.000,2023-10-13,2023-W41,2023-10,2023-10,2023,1,12.000,0.000,0.000,12.000,0.960,12.960,6.000
DICKIES SKATEBOARDING REGULAR TWILL PANT BLACK,Town and Country Skateboards,,39.990,2024-09-03,2024-W36,2024-09,2024-07,2024,1,39.990,-33.990,0.000,6.000,0.480,6.480,18.500
Pig wheels,,,30.000,2024-12-06,2024-W49,2024-12,2024-10,2024,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Yerba and ld,,,5.000,2023-04-03,2023-W14,2023-04,2023-04,2023,1,5.000,0.000,0.000,5.000,0.400,5.400,0.000
LAKAI FLARE FACE CREW SOCK,Town and Country Skateboards,,12.000,2023-09-01,2023-W35,2023-09,2023-07,2023,1,12.000,-6.000,0.000,6.000,0.480,6.480,6.000
"New Balance Numeric 480 ""Trail Pack"" NM480TRL Grey - Blue",Town and Country Skateboards,,101.660,2024-04-28,2024-W17,2024-04,2024-04,2024,1,101.660,0.000,0.000,101.660,0.000,101.660,50.000
$LAVE MUMFORD PEARL RETIREMENT PLAN DECK 8.5,Town and Country Skateboards,,60.000,2023-10-28,2023-W43,2023-10,2023-10,2023,1,60.000,-60.000,0.000,0.000,0.000,0.000,39.950
SPITFIRE FORMULA FOUR OG CLASSICS,Town and Country Skateboards,,38.000,2023-09-28,2023-W39,2023-09,2023-07,2023,1,38.000,0.000,0.000,38.000,0.000,38.000,25.000
"New Balance Numeric 480 ""Trail Pack"" NM480TRL Grey - Blue",Town and Country Skateboards,,99.950,2024-04-24,2024-W17,2024-04,2024-04,2024,1,99.950,0.000,0.000,99.950,0.000,99.950,50.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-12-13,2023-W50,2023-12,2023-10,2023,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
NB Numeric Franky Villani 417 Mercury blue with black,Town and Country Skateboards,,89.990,2023-09-29,2023-W39,2023-09,2023-07,2023,1,89.990,-5.000,0.000,84.990,6.800,91.790,0.000
SPITFIRE FORMULA FOUR OG CLASSICS,Town and Country Skateboards,,38.000,2025-01-25,2025-W04,2025-01,2025-01,2025,1,38.000,0.000,0.000,38.000,3.040,41.040,25.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-09-15,2023-W37,2023-09,2023-07,2023,1,20.000,-2.310,0.000,17.690,1.420,19.110,9.890
ACE FEELS POLO,Town and Country Skateboards,shirt,42.990,2024-07-23,2024-W30,2024-07,2024-07,2024,1,42.990,-8.590,0.000,34.400,2.760,37.160,22.950
NB Numeric Tiago Lemos 1010- Phantom with Timberwolf,Town and Country Skateboards,,109.990,2024-08-01,2024-W31,2024-08,2024-07,2024,1,109.990,-10.990,0.000,99.000,3.960,102.960,0.000
PIG RAILS PINK,Town and Country Skateboards,,11.000,2023-02-07,2023-W06,2023-02,2023-01,2023,1,11.000,0.000,0.000,11.000,0.880,11.880,5.500
"New Balance Numeric 480 ""Trail Pack"" NM480TRL Grey - Blue",Town and Country Skateboards,,99.950,2024-04-16,2024-W16,2024-04,2024-04,2024,1,99.950,0.000,0.000,99.950,0.000,99.950,50.000
"Goat Girl - Goat Girl (LP, Album) (Near Mint (NM or M-))",Rough Trade,,22.980,2023-03-01,2023-W09,2023-03,2023-01,2023,1,22.980,0.000,0.000,22.980,1.840,24.820,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-12-13,2024-W50,2024-12,2024-10,2024,1,10.000,0.000,0.000,10.000,0.000,10.000,0.000
NEW BALANCE NUMERIC NM288 SMC,Town and Country Skateboards,,20.000,2023-05-04,2023-W18,2023-05,2023-04,2023,1,20.000,0.000,0.000,20.000,0.000,20.000,47.500
NB Numeric Tiago Lemos 1010- Phantom with Timberwolf,Town and Country Skateboards,,60.000,2025-01-07,2025-W02,2025-01,2025-01,2025,1,60.000,0.000,0.000,60.000,2.400,62.400,0.000
Grimple,,,160.000,2023-03-25,2023-W12,2023-03,2023-01,2023,1,160.000,0.000,0.000,160.000,12.800,172.800,0.000
NEW BALANCE NUMERIC WESTGATE 508 NAVY/GREEN,Town and Country Skateboards,,30.000,2023-08-02,2023-W31,2023-08,2023-07,2023,1,30.000,-3.000,0.000,27.000,2.160,29.160,42.500
