product_title,product_vendor,product_type,product_price,day,week,month,quarter,year,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales,total_cost
$LAVE ANIMAL KINGDOM MUMFORD 8.5,Town and Country Skateboards,,40.000,2023-11-21,2023-W47,2023-11,2023-10,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,37.000
"New Balance Numeric 480 ""Trail Pack"" NM480TRL Grey - Blue",Town and Country Skateboards,,99.950,2024-03-22,2024-W12,2024-03,2024-01,2024,1,99.950,-9.990,0.000,89.960,7.200,97.160,50.000
Westgate,,,70.000,2023-03-04,2023-W09,2023-03,2023-01,2023,1,70.000,0.000,0.000,70.000,5.600,75.600,0.000
SPITFIRE CHARGER 80HD,Town and Country Skateboards,,42.000,2024-03-10,2024-W10,2024-03,2024-01,2024,1,42.000,-14.700,0.000,27.300,2.180,29.480,28.000
ÉS SKATEBOARDING CASPIAN SNEAKER (VEGAN),Town and Country Skateboards,,30.000,2023-03-28,2023-W13,2023-03,2023-01,2023,1,30.000,0.000,0.000,30.000,2.100,32.100,35.000
BAKER TYSON LATE FOR SOMETHING,baker,deck,72.000,2024-03-08,2024-W10,2024-03,2024-01,2024,1,72.000,-21.600,0.000,50.400,4.040,54.440,48.950
ÉS SKATEBOARDING CASPIAN SNEAKER (VEGAN),Town and Country Skateboards,,30.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,35.000
ANTIHERO KANFOUSH OCTAGON DECK 8.55,Town and Country Skateboards,,65.000,2024-11-01,2024-W44,2024-11,2024-10,2024,1,65.000,0.000,0.000,65.000,5.200,70.200,44.000
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2023-04-29,2023-W17,2023-04,2023-04,2023,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
STRANGELOVE RADIUM DECK 8.5,Town and Country Skateboards,,70.000,2024-03-06,2024-W10,2024-03,2024-01,2024,1,70.000,-7.000,0.000,63.000,5.040,68.040,50.000
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2024-10-15,2024-W42,2024-10,2024-10,2024,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
NB Numeric Tiago Lemos 1010- Phantom with Timberwolf,Town and Country Skateboards,,60.000,2024-11-08,2024-W45,2024-11,2024-10,2024,1,60.000,0.000,0.000,60.000,2.400,62.400,0.000
PRO TEC CLASSIC SKATE HELMET MATTE BLACK,Town and Country Skateboards,,40.000,2023-03-28,2023-W13,2023-03,2023-01,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
BAKER DINO NAVY TSHIRT,Town and Country Skateboards,,28.000,2023-05-31,2023-W22,2023-05,2023-04,2023,1,28.000,0.000,0.000,28.000,2.240,30.240,17.500
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2024-08-21,2024-W34,2024-08,2024-07,2024,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-03-15,2023-W11,2023-03,2023-01,2023,1,20.000,-4.000,0.000,16.000,1.280,17.280,9.890
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2023-07-18,2023-W29,2023-07,2023-07,2023,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
BAKER LOGO DECK 8.6,Town and Country Skateboards,,65.000,2023-06-03,2023-W22,2023-06,2023-04,2023,1,65.000,-20.000,0.000,45.000,3.600,48.600,46.000
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2023-08-17,2023-W33,2023-08,2023-07,2023,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
OJ KEYFRAME PLAIN JANE 54MM 87A,Town and Country Skateboards,,35.000,2023-10-07,2023-W40,2023-10,2023-10,2023,1,35.000,0.000,0.000,35.000,2.800,37.800,22.000
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2024-07-06,2024-W27,2024-07,2024-07,2024,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
Liquid death,,,2.000,2023-06-24,2023-W25,2023-06,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2024-07-26,2024-W30,2024-07,2024-07,2024,1,45.000,0.000,0.000,45.000,3.600,48.600,29.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-04-11,2024-W15,2024-04,2024-04,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
SNACK KREBS WHIP DECK 8.25,Town and Country Skateboards,,50.000,2023-08-03,2023-W31,2023-08,2023-07,2023,1,50.000,0.000,0.000,50.000,4.000,54.000,25.000
NEW BALANCE NUMERIC TIAGO 808,Town and Country Skateboards,,40.000,2023-04-23,2023-W16,2023-04,2023-04,2023,1,40.000,0.000,0.000,40.000,0.000,40.000,55.000
STRANGELOVE GOOFY GRAPE BLUE DECK 8.375,Town and Country Skateboards,,90.000,2023-07-17,2023-W29,2023-07,2023-07,2023,1,90.000,0.000,0.000,90.000,0.000,90.000,65.000
PIG SKATE TOOL PINK,Town and Country Skateboards,,20.000,2023-08-08,2023-W32,2023-08,2023-07,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,10.000
Real risers,,,5.000,2023-07-18,2023-W29,2023-07,2023-07,2023,1,5.000,0.000,0.000,5.000,0.400,5.400,0.000
Liquid death,,,2.000,2023-04-16,2023-W15,2023-04,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
56mm Wooten Fever Dream Vomit Mini Black 97a Slime Balls Skateboard Wheels,Town and Country Skateboards,,38.000,2024-08-21,2024-W34,2024-08,2024-07,2024,1,38.000,0.000,0.000,38.000,3.040,41.040,20.700
GIRL FUTURE OG COMFORT TEE BLACK M,Town and Country Skateboards,,25.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,25.000,-25.000,0.000,0.000,0.000,0.000,0.000
The Limited White Jeans,Town and Country Skateboards,,10.000,2024-01-11,2024-W02,2024-01,2024-01,2024,1,10.000,0.000,0.000,10.000,0.800,10.800,5.000
Liquid death,,,2.000,2024-02-21,2024-W08,2024-02,2024-01,2024,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Sivart pin,,,5.000,2024-05-14,2024-W20,2024-05,2024-04,2024,1,5.000,0.000,0.000,5.000,0.400,5.400,0.000
BAKER CURSIVE NAVY SNAPBACK HAT,Town and Country Skateboards,,30.000,2023-09-27,2023-W39,2023-09,2023-07,2023,1,30.000,-5.000,0.000,25.000,2.000,27.000,20.000
BRONSON ALEX MIDLER PRO G3 BEARINGS,Town and Country Skateboards,,25.000,2023-12-28,2023-W52,2023-12,2023-10,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,19.000
NEW BALANCE NUMERIC TIAGO 808,Town and Country Skateboards,,40.000,2023-04-08,2023-W14,2023-04,2023-04,2023,1,40.000,0.000,0.000,40.000,0.000,40.000,55.000
"Crime Of Passing - Crime Of Passing (LP, Album) (Near Mint (NM or M-))",Feel It Records,,25.370,2024-03-28,2024-W13,2024-03,2024-01,2024,1,25.370,-25.110,0.000,0.260,0.020,0.280,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-02-07,2024-W06,2024-02,2024-01,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
Shop Slappy Van Tee (Green),Town and Country Skateboards,,24.990,2024-06-06,2024-W23,2024-06,2024-04,2024,1,24.990,0.000,0.000,24.990,2.000,26.990,14.850
Liquid death,,,2.000,2023-04-04,2023-W14,2023-04,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Shop Slappy Van Tee (Green),Town and Country Skateboards,,24.990,2024-10-13,2024-W41,2024-10,2024-10,2024,1,24.990,0.000,0.000,24.990,0.000,24.990,14.850
Spitfire mark gonz,,,35.000,2023-08-06,2023-W31,2023-08,2023-07,2023,1,35.000,-10.500,0.000,24.500,1.960,26.460,0.000
Shop Slappy Van Tee (Green),Town and Country Skateboards,,24.990,2024-07-14,2024-W28,2024-07,2024-07,2024,1,24.990,0.000,0.000,24.990,2.000,26.990,14.850
Liquid death,,,2.000,2023-10-04,2023-W40,2023-10,2023-10,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Shop Slappy Van Tee (Green),Town and Country Skateboards,,24.990,2024-06-09,2024-W23,2024-06,2024-04,2024,1,24.990,0.000,0.000,24.990,2.000,26.990,14.850
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-08-17,2023-W33,2023-08,2023-07,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
Shop Slappy Van Tee (Green),Town and Country Skateboards,,24.990,2024-06-18,2024-W25,2024-06,2024-04,2024,1,24.990,0.000,0.000,24.990,2.000,26.990,14.850
Liquid death,,,2.000,2023-05-21,2023-W20,2023-05,2023-04,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Creature wheels 54,,,30.000,2023-05-26,2023-W21,2023-05,2023-04,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,0.000
Frog Socks,Town and Country Skateboards,,10.000,2024-08-30,2024-W35,2024-08,2024-07,2024,1,10.000,-2.000,0.000,8.000,0.320,8.320,5.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,56.000,2023-01-29,2023-W04,2023-01,2023-01,2023,1,56.000,0.000,0.000,56.000,0.000,56.000,41.000
Liquid death,,,2.000,2023-08-13,2023-W32,2023-08,2023-07,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,56.000,2023-02-07,2023-W06,2023-02,2023-01,2023,1,56.000,-16.800,0.000,39.200,0.000,39.200,41.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-03-28,2024-W13,2024-03,2024-01,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,56.000,2023-09-23,2023-W38,2023-09,2023-07,2023,1,56.000,-6.000,0.000,50.000,0.000,50.000,41.000
Liquid death,,,2.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,56.000,2024-10-24,2024-W43,2024-10,2024-10,2024,1,56.000,-10.000,0.000,46.000,0.000,46.000,41.000
STRANGELOVE STRAWBERRY COUGH MAGENTA DECK 8.875,Town and Country Skateboards,,85.000,2023-07-17,2023-W29,2023-07,2023-07,2023,1,85.000,0.000,0.000,85.000,0.000,85.000,65.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,56.000,2023-03-12,2023-W10,2023-03,2023-01,2023,1,56.000,0.000,0.000,56.000,0.000,56.000,41.000
Liquid death,,,3.000,2023-05-07,2023-W18,2023-05,2023-04,2023,1,3.000,0.000,0.000,3.000,0.240,3.240,0.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,56.000,2023-11-24,2023-W47,2023-11,2023-10,2023,1,56.000,-16.800,0.000,39.200,0.000,39.200,41.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-08-16,2024-W33,2024-08,2024-07,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,55.000,2023-06-03,2023-W22,2023-06,2023-04,2023,1,55.000,0.000,0.000,55.000,0.000,55.000,41.000
"THRASHER DOG COLLAR 1""",Town and Country Skateboards,,16.000,2024-06-16,2024-W24,2024-06,2024-04,2024,1,16.000,0.000,0.000,16.000,1.280,17.280,0.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,55.000,2024-09-06,2024-W36,2024-09,2024-07,2024,1,55.000,0.000,0.000,55.000,0.000,55.000,40.200
SKATE SESSION,Town and Country Skateboards,,10.000,2024-12-19,2024-W51,2024-12,2024-10,2024,1,10.000,0.000,0.000,10.000,0.000,10.000,0.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,55.000,2024-03-16,2024-W11,2024-03,2024-01,2024,1,55.000,-8.250,0.000,46.750,0.000,46.750,40.200
Snack socks,,,10.000,2024-05-02,2024-W18,2024-05,2024-04,2024,1,10.000,0.000,0.000,10.000,0.800,10.800,0.000
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,55.000,2024-03-15,2024-W11,2024-03,2024-01,2024,1,55.000,-8.250,0.000,46.750,0.000,46.750,41.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-04-01,2023-W13,2023-04,2023-04,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
INDEPENDENT FORGED HOLLOW TRUCK,Town and Country Skateboards,trucks,55.000,2024-03-17,2024-W11,2024-03,2024-01,2024,1,55.000,-8.250,0.000,46.750,0.000,46.750,40.200
SML- Youness Amrani- Bluff Park- 54mm- V-Cut- AG Formula,Town and Country Skateboards,,40.000,2024-08-24,2024-W34,2024-08,2024-07,2024,1,40.000,0.000,0.000,40.000,3.200,43.200,22.300
WAITING FOR RODEO PSOCKADELIC,Town and Country Skateboards,,12.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,12.000,-12.000,0.000,0.000,0.000,0.000,5.400
BONES HARDCORE BUSHING (ASSORTED HARDNESS),Town and Country Skateboards,,10.000,2024-11-22,2024-W47,2024-11,2024-10,2024,1,10.000,-5.000,0.000,5.000,0.400,5.400,5.000
2,,,2.000,2023-03-04,2023-W09,2023-03,2023-01,2023,1,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Antihero deck 7.75,,,40.000,2024-01-03,2024-W01,2024-01,2024-01,2024,1,40.000,-4.000,0.000,36.000,2.880,38.880,0.000
5BORO TEE BLACK YELLOW,Town and Country Skateboards,,25.000,2024-06-19,2024-W25,2024-06,2024-04,2024,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
LAKAI EVO 2.0 XLK GREY/LIME,Town and Country Skateboards,,30.000,2023-03-25,2023-W12,2023-03,2023-01,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,45.000
BONES BERGER STF WHEELS 103A 52 MM,Town and Country Skateboards,,40.000,2024-06-22,2024-W25,2024-06,2024-04,2024,1,40.000,-6.000,0.000,34.000,2.720,36.720,23.400
SNACK JAWN PIT BIKE TEE BLACK,Town and Country Skateboards,,30.000,2023-07-04,2023-W27,2023-07,2023-07,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,16.000
NEW BALANCE NUMERIC BRANDON WESTGATE 508 WHP,Town and Country Skateboards,,20.000,2023-05-07,2023-W18,2023-05,2023-04,2023,1,20.000,0.000,0.000,20.000,0.000,20.000,42.500
Pepper,,,7.000,2023-09-16,2023-W37,2023-09,2023-07,2023,1,7.000,0.000,0.000,7.000,0.560,7.560,0.000
Reds race,,,25.000,2023-03-19,2023-W11,2023-03,2023-01,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
NEW BALANCE NUMERIC TIAGO 808,Town and Country Skateboards,,40.000,2024-04-19,2024-W16,2024-04,2024-04,2024,1,40.000,-16.000,0.000,24.000,1.920,25.920,55.000
BRONSON G3 MOONEYS BEARINGS,Town and Country Skateboards,,20.000,2024-09-07,2024-W36,2024-09,2024-07,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,10.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2025-01-25,2025-W04,2025-01,2025-01,2025,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
OJ ELITE NOMAD WHEELS 57MM 95A,Town and Country Skateboards,,35.000,2024-08-04,2024-W31,2024-08,2024-07,2024,1,35.000,0.000,0.000,35.000,2.800,37.800,22.050
Call Me 917 Troll T-Shirt - Berry 917,Town and Country Skateboards,,35.000,2023-04-01,2023-W13,2023-04,2023-04,2023,1,35.000,-35.000,0.000,0.000,0.000,0.000,10.000
TORRO! LEO HEINERT CARNIVAL DECK (ASSORTED SIZES),Town and Country Skateboards,,40.000,2023-07-18,2023-W29,2023-07,2023-07,2023,1,40.000,0.000,0.000,40.000,0.000,40.000,35.000
Frog Socks,Town and Country Skateboards,,10.000,2024-06-19,2024-W25,2024-06,2024-04,2024,1,10.000,0.000,0.000,10.000,0.400,10.400,5.000
Dickies courdaroy,,,40.000,2023-04-04,2023-W14,2023-04,2023-04,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
"POWELL PERALTA MIKE FRAIZER YELLOW MAN 9.5"" SKATEBOARD DECK",Town and Country Skateboards,,80.000,2024-08-23,2024-W34,2024-08,2024-07,2024,1,80.000,-12.000,0.000,68.000,5.440,73.440,50.970
"Phương Tâm - Magical Nights – Saigon Surf, Twist & Soul (1964-1966) (2xLP, Comp, RM) (Near Mint (NM or M-))",Sublime Frequencies,,37.500,2023-03-28,2023-W13,2023-03,2023-01,2023,1,37.500,0.000,0.000,37.500,0.000,37.500,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-05-04,2023-W18,2023-05,2023-04,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
HYPOLUXO SKATEBOARDS LOTTO DECK 8.5,Town and Country Skateboards,,55.000,2023-04-15,2023-W15,2023-04,2023-04,2023,1,55.000,-5.000,0.000,50.000,4.000,54.000,38.000
Antiheroeagle 8.25,,,60.000,2023-08-16,2023-W33,2023-08,2023-07,2023,1,60.000,-2.590,0.000,57.410,4.600,62.010,0.000
LAKAI MANCHESTER PEOPLE SUEDE,Town and Country Skateboards,,30.000,2023-07-30,2023-W30,2023-07,2023-07,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,37.500
SKATE SESSION,Town and Country Skateboards,,5.000,2023-09-21,2023-W38,2023-09,2023-07,2023,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
ANTI HERO GREEN GIANT DECK 9.56,Town and Country Skateboards,,65.000,2023-09-02,2023-W35,2023-09,2023-07,2023,1,65.000,-25.000,0.000,40.000,3.200,43.200,44.000
BLUECOUCH DICKRIDER DECK 8.5,Town and Country Skateboards,,65.000,2024-08-23,2024-W34,2024-08,2024-07,2024,1,65.000,-25.000,0.000,40.000,3.200,43.200,31.000
"Cartridge (5), Wet Specimens - Dawn Of The Ice Age (7"", Spl) (Near Mint (NM or M-))",Brain Slash Records,,6.000,2023-04-17,2023-W16,2023-04,2023-04,2023,1,6.000,0.000,0.000,6.000,0.000,6.000,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-09-26,2024-W39,2024-09,2024-07,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
SNACK GOOD HANDS CORDUROYS,Town and Country Skateboards,,90.000,2024-11-30,2024-W48,2024-11,2024-10,2024,1,90.000,-36.000,0.000,54.000,4.320,58.320,46.000
Black Levis 550 Corduroy Orange Tab,Town and Country Skateboards,,40.000,2024-04-27,2024-W17,2024-04,2024-04,2024,1,40.000,-10.000,0.000,30.000,2.400,32.400,20.000
GIRL ABEC 3 BLUE BEARINGS,Town and Country Skateboards,,16.000,2024-04-07,2024-W14,2024-04,2024-04,2024,1,16.000,0.000,0.000,16.000,1.280,17.280,8.000
HEROIN LEE YANKOU PAPILLON DECK 8.5,Town and Country Skateboards,,65.000,2023-02-19,2023-W07,2023-02,2023-01,2023,1,65.000,0.000,0.000,65.000,5.200,70.200,44.000
Reds bball,,,15.000,2023-11-05,2023-W44,2023-11,2023-10,2023,1,15.000,-15.000,0.000,0.000,0.000,0.000,0.000
Shop Slappy Van Zip Hood (Black),Town and Country Skateboards,,59.990,2024-12-15,2024-W50,2024-12,2024-10,2024,1,59.990,-10.000,0.000,49.990,4.000,53.990,25.880
Hypo,,,20.000,2023-11-24,2023-W47,2023-11,2023-10,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-07-06,2023-W27,2023-07,2023-07,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
Deathwish coffee,,,4.000,2023-11-25,2023-W47,2023-11,2023-10,2023,1,4.000,0.000,0.000,4.000,0.320,4.320,0.000
Shop Slappy Van Zip Hood (Black),Town and Country Skateboards,,59.990,2025-01-16,2025-W03,2025-01,2025-01,2025,1,59.990,0.000,0.000,59.990,4.800,64.790,25.880
THE KILLING FLOOR MARS TEE,Town and Country Skateboards,,30.000,2023-06-25,2023-W25,2023-06,2023-04,2023,1,30.000,0.000,0.000,30.000,2.400,32.400,19.000
SOUR NARNY PAGE BARNY DECK 8.5,Town and Country Skateboards,,65.000,2023-08-25,2023-W34,2023-08,2023-07,2023,1,65.000,-65.000,0.000,0.000,0.000,0.000,45.000
FLOWER BALL PSOCKS,Town and Country Skateboards,,12.000,2023-04-21,2023-W16,2023-04,2023-04,2023,1,12.000,-1.200,0.000,10.800,0.860,11.660,6.000
Shop Slappy Van Zip Hood (Black),Town and Country Skateboards,,59.990,2025-01-20,2025-W04,2025-01,2025-01,2025,1,59.990,-15.000,0.000,44.990,3.770,48.760,25.880
"After (8) - After (7"", EP) (Near Mint (NM or M-))",Desolate Records,,1.990,2023-05-17,2023-W20,2023-05,2023-04,2023,1,1.990,0.000,0.000,1.990,0.000,1.990,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-04-19,2023-W16,2023-04,2023-04,2023,1,20.000,-4.000,0.000,16.000,1.280,17.280,9.890
StrangeLove Skateboards Fisherman / White / Long Sleeve T-Shirt,Town and Country Skateboards,,38.000,2024-04-10,2024-W15,2024-04,2024-04,2024,1,38.000,-3.800,0.000,34.200,2.740,36.940,20.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-07-14,2023-W28,2023-07,2023-07,2023,1,20.000,-2.000,0.000,18.000,1.440,19.440,9.890
SNORKEL BROWN CHORD SNAPBACK HAT,Town and Country Skateboards,,30.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,30.000,-30.000,0.000,0.000,0.000,0.000,20.000
"Alice Coltrane - World Spirituality Classics 1: The Ecstatic Music Of Alice Coltrane Turiyasangitananda (2xLP, Comp) (Near Mint (NM or M-))","Luaka Bop,Luaka Bop",,31.980,2024-03-08,2024-W10,2024-03,2024-01,2024,1,31.980,0.000,0.000,31.980,2.560,34.540,0.000
Snack Good Hands Jeans Indigo - XL,Town and Country Skateboards,,96.000,2023-11-10,2023-W45,2023-11,2023-10,2023,1,96.000,-33.000,0.000,63.000,5.040,68.040,0.000
Shop Slappy Van Zip Hood (Black),Town and Country Skateboards,,59.990,2024-05-15,2024-W20,2024-05,2024-04,2024,1,59.990,-17.990,0.000,42.000,3.360,45.360,25.880
G3,,,25.000,2023-08-19,2023-W33,2023-08,2023-07,2023,1,25.000,0.000,0.000,25.000,2.000,27.000,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-09-05,2024-W36,2024-09,2024-07,2024,1,20.000,0.000,0.000,20.000,1.600,21.600,9.890
SNACK AUDIO VIDEO TEE BLUE,Town and Country Skateboards,,28.000,2023-09-03,2023-W35,2023-09,2023-07,2023,1,28.000,-28.000,0.000,0.000,0.000,0.000,15.000
Shop Slappy Van Zip Hood (Black),Town and Country Skateboards,,59.990,2024-11-30,2024-W48,2024-11,2024-10,2024,1,59.990,-15.000,0.000,44.990,3.600,48.590,25.880
KROOKED GONZ STROLL 8.5 DECK,Town and Country Skateboards,,70.000,2024-08-30,2024-W35,2024-08,2024-07,2024,1,70.000,-30.000,0.000,40.000,3.200,43.200,50.950
SKATE SESSION,Town and Country Skateboards,,10.000,2024-04-24,2024-W17,2024-04,2024-04,2024,1,10.000,0.000,0.000,10.000,0.000,10.000,0.000
ANTI HERO TEAM CLASSIC EAGLE DECK 9.0,Town and Country Skateboards,,60.000,2023-03-15,2023-W11,2023-03,2023-01,2023,1,60.000,-11.990,0.000,48.010,3.840,51.850,42.000
Shop Slappy Van Zip Hood (Black),Town and Country Skateboards,,59.990,2024-06-29,2024-W26,2024-06,2024-04,2024,1,59.990,-5.990,0.000,54.000,4.320,58.320,25.880
Shawn t,,,20.000,2023-07-22,2023-W29,2023-07,2023-07,2023,1,20.000,0.000,0.000,20.000,1.600,21.600,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-12-20,2024-W51,2024-12,2024-10,2024,1,20.000,-3.330,0.000,16.670,1.340,18.010,9.890
STRANGELOVE NO SHOW SOCKS HEART GREY,Town and Country Skateboards,,10.000,2023-08-27,2023-W34,2023-08,2023-07,2023,1,10.000,-10.000,0.000,0.000,0.000,0.000,5.000
HUF BOX PULLOVER HOODIE HEATHER,Town and Country Skateboards,,67.990,2023-12-20,2023-W51,2023-12,2023-10,2023,1,67.990,-10.190,0.000,57.800,4.620,62.420,34.000
SKATE SESSION,Town and Country Skateboards,,5.000,2024-02-29,2024-W09,2024-02,2024-01,2024,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-03-08,2023-W10,2023-03,2023-01,2023,1,5.000,0.000,0.000,5.000,0.000,5.000,0.000
Tool,,,12.000,2024-07-27,2024-W30,2024-07,2024-07,2024,1,12.000,-0.600,0.000,11.400,0.920,12.320,0.000
Skate Jawn Socks,Town and Country Skateboards,,12.000,2024-06-07,2024-W23,2024-06,2024-04,2024,1,12.000,0.000,0.000,12.000,0.960,12.960,6.000
Skate Lessons (For Justin) 2 lessons,,,60.000,2024-02-06,2024-W06,2024-02,2024-01,2024,1,60.000,0.000,0.000,60.000,0.000,60.000,0.000
NEW BALANCE NUMERIC TIAGO 1010 BLACK,Town and Country Skateboards,,60.000,2024-05-18,2024-W20,2024-05,2024-04,2024,1,60.000,-40.000,0.000,20.000,1.600,21.600,55.000
Lakai tees,,,40.000,2023-08-06,2023-W31,2023-08,2023-07,2023,1,40.000,0.000,0.000,40.000,3.200,43.200,0.000
SHORTYS ORIGINAL PHILIPS HEAD HARDWARE,Town and Country Skateboards,,3.500,2023-06-14,2023-W24,2023-06,2023-04,2023,1,3.500,0.000,0.000,3.500,0.280,3.780,1.750
Ace AF1 Pivot Cups,Town and Country Skateboards,,6.990,2023-08-20,2023-W33,2023-08,2023-07,2023,0,6.990,0.000,-6.990,0.000,0.000,0.000,0.000
